session.ID	Message.ID	Message.Timestamp	Message.From	Message.Text	Dialog-Acts									
21	12	2016-03-08T17:15:22.728Z	agent	Thank you.	thanks(closing=Thank you)									
22	1	2016-03-08T02:14:54.682Z	user	can you find me a place that serves seafood in the Seattle area for a dinner with friends this Friday night?	request(other;description=serves seafood in the Seattle area;date=this Friday night)									
22	2	2016-03-08T02:24:21.291Z	agent	I'm sorry this is a movie ticket booking service.	Deny()									
22	3	2016-03-08T02:28:15.562Z	user	Oh in that case we would like to see a movie after dinner on Friday. Do you know what new releases will be playing in the Seattle area that night?	inform(date=after dinner on Friday)	request(moviename;city=Seattle;date=that night)								
22	4	2016-03-08T02:45:56.611Z	agent	10 Cloverfield Lane, The Brothers Grimsby, and The Perfect Match come out this weekend.	inform(moviename={10 Cloverfield Lane#The Brothers Grimsby#The Perfect Match};date=this weekend)									
22	5	2016-03-08T02:48:10.710Z	user	great, is there a location playing The Brother's Grimsby after 7:30pm?	request(theater;moviename=The Brothers Grimsby;starttime=after 7:30pm)									
22	6	2016-03-08T06:42:36.300Z	agent	The Brothers Grimsby is playing at AMC PACIFIC PLACE 11 600 Pine S., Seattle, WA 98101 at 7:00pm 8:40pm 9:30pm 10:50pm; and at BELLEVUE LINCOLN SQUARE CINEMAS 700 Bellevue Way NE, Bellevue, WA 98004 at 7:50pm 10:20pm,	inform(moviename=Brothers Grimsby;state=WA;mc_list={theater=AMC PACIFIC PLACE 11||city=Seattle||starttime={7:00pm#8:40pm#9:30pm#10:50pm}||zip=98101}#{theater=BELLEVUE LINCOLN SQUARE CINEMAS 700||city=Bellevue||starttime={7:50pm#10:20pm}||zip=98004})									
23	1	2016-03-08T02:50:21.564Z	user	I'd like 2 tickets to see The Witch tomorrow at Regal Meridian 16 theater in Seattle at 9:30 PM	request(ticket;numberofpeople=2;theater=Regal Meridian 16 theater;city=Seattle;starttime=9:30PM;moviename=The Witch)									
23	2	2016-03-08T03:00:40.492Z	agent	Okay, your purchase of 2 tickets for The Witch is confirmed.	inform(taskcomplete;numberofpeople=2;moviename=the Witch)									
23	3	2016-03-08T03:01:42.465Z	user	Thank you!	thanks(closing=Thank you)									
23	4	2016-03-08T03:12:09.788Z	agent	You're welcome!	welcome()									
24	1	2016-03-08T01:25:32.172Z	user	I need 4 tickets to Eddie The Eagle in 94952	request(ticket;numberofpeople=4;moviename=Eddie The Eagle;zip=94952)									
24	2	2016-03-08T01:34:53.669Z	agent	What date would you like me to look for?	request(date)									
24	3	2016-03-08T01:36:07.734Z	user	This next friday, sometime from 4pm to 7pm	inform(date=This next Friday;starttime=from 4pm to 7pm)									
24	4	2016-03-08T01:56:01.899Z	agent	Both 4:20pm and 6:55pm are available at Century Rowland Plaza. Which time would you prefer?	inform(theater=the Century Rowland Plaza;starttime={4:20pm#6:55pm})	multiple_choice(starttime)								
24	5	2016-03-08T01:58:40.805Z	user	Let's go with 4:20	inform(starttime=4:20pm)									
24	6	2016-03-08T02:06:49.455Z	agent	Great - I have booked you 4 tickets for Eddie The Eagle at the Century Rowland Plaza for 4:20.	inform(taskcomplete;numberofpeople=4;moviename=Eddie The Eagle;theater=the Century Rowland Plaza;starttime=4:20)									
25	1	2016-03-08T01:38:52.141Z	user	where is zootopia playing	request(theater;moviename=zootopia)									
25	2	2016-03-08T01:45:45.187Z	agent	What city/zip code are you in?	request(city;zip)									
25	3	2016-03-08T02:22:12.951Z	user	Seattle WA	inform(city=Seattle;state=WA)									
25	4	2016-03-08T02:45:56.542Z	agent	Zootopia is playing in theaters all over Seattle. Where in Seattle are you interested in?	inform(theater=theaters all over Seattle;moviename=zootopia;city=Seattle)	request(theater;city=Seattle)								
25	5	2016-03-08T03:17:10.413Z	user	south side	inform(distanceconstraints=south side)									
25	6	2016-03-08T13:40:31.535Z	agent	And what day would you like to see it?	request(date)									
25	7	2016-03-08T14:58:08.792Z	user	this evening around 6 pm	inform(date=this evening;starttime=around 6 pm)									
25	8	2016-03-08T15:11:05.831Z	agent	Great. How many tickets will you need?	request(numberofpeople)									
25	9	2016-03-08T15:12:13.914Z	user	2	inform(numberofpeople=2)									
25	10	2016-03-08T15:17:38.498Z	agent	Zootopia is playing at REGAL MERIDIAN 16 1501 7th Ave, Seattle, WA 98101 at 5:20 and 6:30 and also playing at BELLEVUE LINCOLN SQUARE CINEMAS 700 Bellevue Way NE, Bellevue, WA 98004 at 4:10 and 7:00.  would any of these work for you?	inform(state=WA;mc_list={starttime={5:20#6:30}||theater=REGAL MERIDIAN 16||city=Seattle||zip=98101}#{theater=BELLEVUE LINCOLN SQUARE CINEMAS 700||city=Bellevue||starttime={4:10#7:00}||zip=98004})	multiple_choice(mc_list)								
25	11	2016-03-08T15:20:12.620Z	user	yes, BELLEVUE LINCOLN SQUARE CINEMAS	inform(theater=BELLEVUE LINCOLN SQUARE CINEMAS)									
25	12	2016-03-08T15:32:23.335Z	agent	It is showing at 7pm in 2d and 730pm in IMAX 3d, or there are earlier showings at 4:10 and 4:40. Which time works best for you?	inform(mc_list={video_format=2d||starttime={7pm#4:10pm#4:40pm}}#{video_format=IMAX 3d;starttime={7:30pm#4:10pm#4:40pm}})	multiple_choice(mc_list)								
25	13	2016-03-08T16:08:09.668Z	user	7:30 in IMAX 3D would be great	inform(video_format=IMAX 3d;starttime=7:30pm)									
25	14	2016-03-08T16:17:10.448Z	agent	I've purchased your tickets for you, thank you.	inform(taskcomplete)	thanks(closing=thank you)								
25	15	2016-03-08T16:18:40.535Z	user	Thanks!	thanks(closing=Thanks)									
25	16	2016-03-08T16:32:03.466Z	agent	Thank you.	thanks(closing=Thank you)									
26	1	2016-03-08T01:47:42.962Z	user	Hi, can I get movie tickets here?	greeting(greeting=Hi)	request(ticket)								
26	2	2016-03-08T01:52:57.680Z	agent	Yes, is there a certain movie you would like to book?	request(moviename)									
26	3	2016-03-08T01:55:41.886Z	user	I was thinking Deadpool. When and where is that playing around Seattle tonight?	inform(moviename=Deadpool)	request(theater;starttime;moviename=Deadpool;city=Seattle;date=tonight)								
26	4	2016-03-08T01:58:32.576Z	agent	Deadpool is playing at AMC PACIFIC PLACE 11 600 Pine S., Seattle, WA 98101 at 6:10pm 7:20pm 8:15pm 9:00pm 10:00pm; and at BELLEVUE LINCOLN SQUARE CINEMAS 700 Bellevue Way NE, Bellevue, WA 98004 at 6:25pm 7:25pm 9:20pm 10:20pm.	inform(moviename=Deadpool;state=WA;mc_list={theater=AMC PACIFIC PLACE 11||city=Seattle||zip=98101||starttime={6:10pm#7:20pm#8:15pm#9:00pm#10:00pm}}#{theater=BELLEVUE LINCOLN SQUARE CINEMAS 700||city=Bellevue||zip=98004||starttime={6:25pm#7:25pm# 9:20pm#10:20pm}})									
26	5	2016-03-08T02:01:14.862Z	user	Can I get two tickets for the AMC Pacific Place 11 10:00pm showing?	request(ticket;theater=AMC Pacific Place 11;starttime=10:00pm;numberofpeople=2)									
26	6	2016-03-08T02:07:33.508Z	agent	Yes, I have purchased 2 tickets for Deadpool for tonight at 10:00 pm at the AMC Pacific Place 11.	inform(taskcomplete;moviename=Deadpool;numberofpeople=2;date=tonight;theater=AMC Pacific Place 11starttime=10:00 pm)									
26	7	2016-03-08T02:08:35.541Z	user	Perfect! Thank you!	thanks(closing=Thank you)									
26	8	2016-03-08T02:12:44.055Z	agent	Thank you, goodbye.	thanks(closing=Thank you, goodbye.)	greeting(greeting=goodbye)								
27	1	2016-03-08T01:14:41.567Z	user	i want to watch a funny movie in seattle at 5pm	request(ticket;genre=funny;starttime=5pm;city=Seattle)									
27	2	2016-03-08T01:28:47.004Z	agent	Zootopia is currently the number 1 comedy in America. Would you like times for that or a different movie?	inform(moviename=Zootopia;genre=comedy;description=the number 1 comedy in America)	confirm_question()								
27	3	2016-03-08T01:32:09.265Z	user	yes please!	confirm_answer()									
27	4	2016-03-08T01:36:45.813Z	agent	I'll look for times for Zootopia.  What day would you like to go?	request(date)									
27	5	2016-03-08T01:37:38.040Z	user	tomorrow please	inform(date=tomorrow)									
27	6	2016-03-08T01:41:10.584Z	agent	Great - how many tickets will you need?	request(numberofpeople)									
27	7	2016-03-08T01:44:39.001Z	user	2 tickets!	inform(numberofpeople=2)									
27	8	2016-03-08T02:06:55.517Z	agent	What theater should I buy tickets from? At least give me your zipcode.	request(theater)	request(zip)								
27	9	2016-03-08T02:49:38.892Z	user	70070	inform(zip=70070)									
27	10	2016-03-08T04:31:27.252Z	agent	Zootopia is showing at 5:00 pm at AMC Elmwood Palace 20. Would you like to book tickets for that showing?	inform(moviename=Zootopia;starttime=5:00pm;theater=AMC Elmwood Palace 20)	confirm_question()								
28	1	2016-03-08T02:53:48.062Z	user	I'd like 2 tickets to see Room tomorrow at AMC Pacific Place 11 theater in Seattle at 9:30 PM	request(ticket;moviename=Room;numberofpeople=2;date=tomorrow;theater=AMC Pacific Place 11;city=Seattle;starttime=9:30PM)									
28	2	2016-03-08T04:43:06.266Z	agent	I've secured those tickets for you! What name should I put on the reservation?	inform(taskcomplete)	request(other)								
29	1	2016-03-08T00:49:24.625Z	user	Hi	greeting(greeting=Hi)									
29	2	2016-03-08T00:53:27.867Z	agent	Hi, welcome to our service. How may I help you?	greeting(greeting=Hi, welcome to our service. How may I help you)									
29	3	2016-03-08T01:36:33.817Z	user	i want to purchase 2 tickets to see zootopia tomorrow evening around 6pm	request(ticket;numberofpeople=2;moviename=zootopia;date=tomorrow evening;starttime=around 6pm)									
29	4	2016-03-08T02:00:54.731Z	agent	At which theater would you like to purchase tickets at?	request(theater)									
29	5	2016-03-08T02:22:35.098Z	user	north side of Seattle	inform(distanceconstraints==north side of Seattle;city=Seattle)									
29	6	2016-03-08T04:10:19.616Z	agent	Zootopis is showing at Regal meridian 16 at 5:20 and 6:30 pm and Regal Thornton Place at 5:50 and 6:40 pm. Are you interested in any of those?	inform(moviename=Zootopis;mc_list={theater=Regal meridian 16||starttime={5:20pm#6:30pm}}#{theater=Regal Thornton Place||starttime={5:50pm#6:40 pm}})	multiple_choice(mc_list)								
29	7	2016-03-08T04:19:06.181Z	user	yes, Regal Thornton Place at 6:40 pm please	inform(theater=Regal Thornton Place;starttime=6:40pm)									
29	8	2016-03-08T04:21:14.322Z	agent	Great, your ticket order is confirmed!	inform(taskcomplete)									
29	9	2016-03-08T04:25:06.632Z	user	Thanks!	thanks(closing=Thanks)									
29	10	2016-03-08T05:56:56.485Z	agent	You're welcome. Thank you for using our service!	welcome()	thanks(closing=Thank you for using our service)								
30	1	2016-03-08T01:55:58.825Z	user	Is it alright if I get some movie tickets?	confirm_question()									
30	2	2016-03-08T02:32:54.998Z	agent	I guess so. What theater would you like to get tickets to?	confirm_answer()	request(theater)								
30	3	2016-03-08T02:37:55.488Z	user	What theater has the cheapest tickets in Seattle?	request(theater;price=the cheapest;city=Seattle)									
30	4	2016-03-08T03:15:48.622Z	agent	I do not currently know how to search by price. I can search by movie or by movie theater.	inform(result={};other=search by price)	inform(other=search by movie or by movie theater)								
30	5	2016-03-08T03:17:10.467Z	user	Okay. What time is Zoolander 2 playing at the closest cinema to 98126?	confirm_answer()	request(starttime;moviename=Zoolander 2;zip=98126;distanceconstraints=at the closest cinema to 98126)								
30	6	2016-03-08T06:57:51.596Z	agent	Zoolander 2 is playing at 2:00pm 4:30pm 7:00pm 9:25pm at the REGAL MERIDIAN 16 1501 7th Ave, Seattle, WA 98101	inform(moviename=Zoolander 2;starttime={2:00pm#4:30m#7:00pm#9:25pm};theater=REGAL MERIDIAN 16;city=Seattle;state=WA;zip=98101)									
30	7	2016-03-08T06:59:11.647Z	user	I'd like two tickets to the 2pm showing at the Regal Meridian 16 please. Thank you!	request(ticket;numberofpeople=2;theater=REGAL MERIDIAN 16;starttime=2pm)	thanks(closing=Thank you)								
30	8	2016-03-08T13:55:06.435Z	agent	And you would like these tickets for today?	confirm_question(date=today)									
31	1	2016-03-08T01:25:53.842Z	user	I need two tickets to London Has Fallen in area code 90602	request(ticket;numberofpeople=2;moviename=London Has Fallen;zip=90602)									
31	2	2016-03-08T01:28:59.002Z	agent	What day do you want to go?	request(date)									
31	3	2016-03-08T01:34:09.592Z	user	Next Sunday, any showtime between noon and 4pm	inform(date=next Sunday;starttime=between noon and 4pm)									
31	4	2016-03-08T01:39:16.200Z	agent	Excellent - I have booked 2 tickets for you for the 1:30pm showing of London Has Fallen on 3/13 at WHITTIER VILLAGE STADIUM CINEMAS 7038 Greenleaf Ave., Whittier, CA 90602.	inform(taskcomplete;moviename=London Has Fallen;numberofpeople=2;starttime=1:30pm;date=3/13;theater=WHITTIER VILLAGE STADIUM CINEMAS;zip=90602;city=Whittier;state=CA)									
32	1	2016-03-08T01:13:00.633Z	user	I would like to find a movie theater In Seattle playing the movie Deadpool	request(theater;moviename=Deadpool;city=Seattle)									
32	2	2016-03-08T01:20:22.279Z	agent	Deadpool is playing at the AMC PACIFIC PLACE 11 600 Pine S., Seattle, WA 98101 and at BELLEVUE LINCOLN SQUARE CINEMAS 700 Bellevue Way NE, Bellevue, WA 98004, and at BIG PICTURE SEATTLE  2505 1st Ave., Seattle, WA 98121.	inform(moviename=Deadpool;state=WA;mc_list={theater=the AMC PACIFIC PLACE 16||zip=98101||city=Seattle}#{theater=BELLEVUE LINCOLN SQUARE CINEMAS 700||city=Bellevue||zip=98004}#{theater=BIG PICTURE SEATTLE 2505||city=Seattle||zip=98121})									
32	3	2016-03-08T01:23:08.484Z	user	What are the show times for BIG PICTURE SEATTLE 2505 1st Ave., Seattle, WA 98121.	request(starttime;theater=BIG PICTURE SEATTLE 2505;city=Seattle;state=WA;zip=98121)									
32	4	2016-03-08T03:16:24.347Z	agent	For what day?	request(date)									
32	5	2016-03-08T03:19:06.680Z	user	21-Mar	inform(date=21-Mar)									
32	6	2016-03-08T12:01:02.869Z	agent	I'm sorry that theater does not provide information or tickets that far in advance.	inform(result={})									
33	1	2016-03-08T01:42:15.833Z	user	Hi! I'm looking for a good place to eat in Seattle.	greeting(greeting=Hi)	request(other;other=a good place to eat;city=Seattle)								
33	2	2016-03-08T01:46:25.113Z	agent	I'm sorry this is a movie ticket booking service.	Deny()									
33	3	2016-03-08T01:47:37.285Z	user	Yes, yes! I'm sorry! I wanted to know the best movie out right now.	inform(other=Yes, yes! I'm sorry!)	request(moviename;description= the best movie out right now)								
33	4	2016-03-08T06:52:17.193Z	agent	The top rated movie last weekend was Zootopia.	inform(moviename=Zootopia;description=the top rated)									
33	5	2016-03-08T07:21:39.198Z	user	I want to take the kids to it this weekend.	request(ticket;date=this weekend;other=take the kids to it)									
33	6	2016-03-08T13:53:40.371Z	agent	Sure. Do you have a specific theater or area you want to see it at?	request(theater)									
33	7	2016-03-08T14:27:12.895Z	user	Let's try downtown Seattle.	inform(city=downtown Seattle)									
33	8	2016-03-08T14:42:55.969Z	agent	Zootopia is playing at BELLEVUE LINCOLN SQUARE CINEMAS 700 Bellevue Way NE, Bellevue, WA 98004 at 10:00am 11:30am 1:05pm 2:35pm 4:10pm 5:40pm 7:05pm 8:35pm 9:55pm and at PACIFIC SCIENCE CENTER IMAX THEATERS 200 Second Avenue North, Seattle, WA 98109 at 11:45am 2:15pm 4:30pm 7:00pm,	inform(mc_list={moviename=Zootopia||theater=BELLEVUE LINCOLN SQUARE CINEMAS 700 Bellevue Way NE||state=WA||city=Bellevue||zip=98004||starttime={10:00am#11:30am#1:05pm#2:35pm#4:10pm#5:40pm#7:05pm#8:35pm#9:55pm}}#{moviename=Zootopia||theater=PACIFIC SCIENCE CENTER IMAX THEATERS 200||state=WA||city=Seattle||zip=98109||starttime={11:45am#2:15pm#4:30pm#7:00pm}})									
